data;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);RADIACAO GLOBAL(Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, VELOCIDADE HORARIA(m/s)
04/05/2025;1400;0;212.3;30;65;null
04/05/2025;1500;0;283.4;29.8;60;null
04/05/2025;1600;0;252.6;29.2;69;null
04/05/2025;1700;0;187.4;27.4;75;null
04/05/2025;1800;0;134.9;25.8;79;null
04/05/2025;1900;0;107.5;24.7;83;null
04/05/2025;2000;0;75.2;25;82;null
04/05/2025;2100;0;37.6;24.2;84;null
04/05/2025;2200;0;21.6;23.4;89;null
04/05/2025;2300;0;23.4;22.9;92;null
05/05/2025;0;0;24.8;22.4;94;null
05/05/2025;100;0;24.9;22.6;94;null
05/05/2025;200;0;26.4;22.4;94;null
05/05/2025;300;0;29.9;22.7;93;null
05/05/2025;400;0;27.2;22.1;95;null
05/05/2025;500;0;27.3;21.8;96;null
05/05/2025;600;0;24.9;21.6;97;null
05/05/2025;700;0;26.9;21.4;98;null
05/05/2025;800;0;30.9;21.9;98;null
05/05/2025;900;0;30.4;21.9;98;null
05/05/2025;1000;0;62.4;23.4;94;null
05/05/2025;1100;0;133.3;26.8;81;null
05/05/2025;1200;0;216.3;28.7;67;null
05/05/2025;1300;0;235;29.1;66;null
05/05/2025;1400;0;215;30.2;62;null
05/05/2025;1500;0;266.4;29.7;59;null
05/05/2025;1600;0;286.6;31.5;57;null
05/05/2025;1700;0;759.1;31.2;58;null
05/05/2025;1800;0;211.8;30.6;55;null
05/05/2025;1900;0;148.1;30.6;58;null
05/05/2025;2000;0;101.7;30.5;58;null
05/05/2025;2100;0;40;28.8;67;null
05/05/2025;2200;0;32.9;28.4;71;null
05/05/2025;2300;0;38.1;27.8;71;null
06/05/2025;0;0;32.6;26.7;79;null
06/05/2025;100;0;27.5;26;78;null
06/05/2025;200;0;27.3;25.4;82;null
06/05/2025;300;0;26;24.4;86;null
06/05/2025;400;0;25.8;23.2;94;null
06/05/2025;500;0;29.2;23.1;97;null
06/05/2025;600;0;33.8;22.9;98;null
06/05/2025;700;0;32.8;23.2;96;null
06/05/2025;800;0;32.7;23.1;96;null
06/05/2025;900;0;29.1;22.7;97;null
06/05/2025;1000;0;60.4;24.1;88;null
06/05/2025;1100;0;112.2;27.6;72;null
06/05/2025;1200;0;181.9;27.9;71;null
06/05/2025;1300;0;221.1;29.3;64;null
06/05/2025;1400;0;235;30.7;59;null
06/05/2025;1500;0;257.7;31;53;null
06/05/2025;1600;0;516.1;31.4;50;null
06/05/2025;1700;0;524.7;32.4;50;null
06/05/2025;1800;0;220.6;32.6;52;null
06/05/2025;1900;0;235;31.7;54;null
06/05/2025;2000;0;100.5;30.9;56;null
06/05/2025;2100;0;29.7;29.5;61;null
06/05/2025;2200;0;27.2;28.6;66;null
06/05/2025;2300;0;28.6;27.6;71;null
07/05/2025;0;0;25.2;26.7;66;null
07/05/2025;100;0;30.4;25.7;80;null
07/05/2025;200;0;23.4;24;91;null
07/05/2025;300;0;21.2;23.3;93;null
07/05/2025;400;0;21.6;22.8;95;null
07/05/2025;500;0;22.7;22.6;97;null
07/05/2025;600;0;27.6;22.7;97;null
07/05/2025;700;0;26.4;22.7;96;null
07/05/2025;800;0;25.5;22.7;97;null
07/05/2025;900;0;27.6;22.5;96;null
07/05/2025;1000;0;63.9;24.3;87;null
07/05/2025;1100;0;117.4;27.2;76;null
07/05/2025;1200;0;174.3;27.1;77;null
07/05/2025;1300;0;221.7;28.4;74;null
07/05/2025;1400;0;307.6;30.5;61;null
07/05/2025;1500;0;272.1;29.3;64;null
07/05/2025;1600;0;280.5;30.5;57;null
07/05/2025;1700;0;542.9;31.6;55;null
07/05/2025;1800;0;253.1;31.6;51;null
07/05/2025;1900;0;166.4;31.4;52;null
07/05/2025;2000;0;106.8;30.1;62;null
07/05/2025;2100;0;34.9;29.1;65;null
07/05/2025;2200;0;33.7;28;71;null
07/05/2025;2300;0;32.9;26.9;68;null
08/05/2025;0;0;30;25.9;74;null
08/05/2025;100;0;26.4;25.5;74;null
08/05/2025;200;0;30.6;25.3;76;null
08/05/2025;300;0;26.7;23.8;88;null
08/05/2025;400;0;25.8;23.7;90;null
08/05/2025;500;0;26.8;23.3;92;null
08/05/2025;600;0;22.6;22.2;95;null
08/05/2025;700;0;23.2;22.1;96;null
08/05/2025;800;0;27.6;22;96;null
08/05/2025;900;0;28.4;22;97;null
08/05/2025;1000;0;64.6;24.5;89;null
08/05/2025;1100;0;109.9;27.4;72;null
08/05/2025;1200;0;167.1;27.7;72;null
08/05/2025;1300;0;298;30.3;61;null
08/05/2025;1400;0;280.4;31.1;58;null
08/05/2025;1500;0;275.1;32.3;50;null
08/05/2025;1600;0;827.2;33.2;43;null
08/05/2025;1700;0;454.6;33.9;42;null
08/05/2025;1800;0;181.8;31.7;45;null
08/05/2025;1900;0;191.5;31.9;43;null
08/05/2025;2000;0;90.6;30.6;50;null
08/05/2025;2100;0;40.1;29.4;53;null
08/05/2025;2200;0;38.4;28.5;52;null
08/05/2025;2300;0;35.9;26;62;null
09/05/2025;0;0;30.6;24.7;69;null
09/05/2025;100;0;32.9;24.7;74;null
09/05/2025;200;0;39.5;25.3;73;null
09/05/2025;300;0;34.1;24.7;82;null
09/05/2025;400;0;27.8;24.2;88;null
09/05/2025;500;0;29;23.6;91;null
09/05/2025;600;0;27.9;23.2;94;null
09/05/2025;700;0;29.7;23.1;94;null
09/05/2025;800;0;30.3;23.1;94;null
09/05/2025;900;0;31.7;22.9;95;null
09/05/2025;1000;0;74.4;25.2;81;null
09/05/2025;1100;0;155.2;27.3;73;null
09/05/2025;1200;0;191.5;28.7;67;null
09/05/2025;1300;0;210.6;29.2;62;null
09/05/2025;1400;0;329.4;31.7;54;null
09/05/2025;1500;0;308;31.7;51;null
09/05/2025;1600;0;798.4;32.2;48;null
09/05/2025;1700;.6;212.5;26.5;82;null
09/05/2025;1800;0;310.1;30.7;53;null
09/05/2025;1900;0;204.2;28.7;67;null
09/05/2025;2000;0;106.8;27.3;75;null
09/05/2025;2100;0;51.5;26.2;81;null
09/05/2025;2200;0;43.2;25.3;82;null
09/05/2025;2300;0;41.4;24.9;83;null
10/05/2025;0;0;40.6;24.4;88;null
10/05/2025;100;0;36.5;23.7;93;null
10/05/2025;200;0;39;23.6;91;null
10/05/2025;300;0;37.3;23.3;93;null
10/05/2025;400;0;38;23;96;null
10/05/2025;500;0;40.3;22.9;97;null
10/05/2025;600;0;42.5;23;98;null
10/05/2025;700;0;43;23.1;97;null
10/05/2025;800;0;39.9;23;97;null
10/05/2025;900;0;40.7;23;96;null
10/05/2025;1000;0;57.3;23.4;95;null
10/05/2025;1100;0;89;24;90;null
10/05/2025;1200;0;197.5;26.1;86;null
10/05/2025;1300;0;235.9;27.5;79;null
10/05/2025;1400;2.8;133.6;22.9;98;null
10/05/2025;1500;.2;407.9;24.6;94;null
10/05/2025;1600;0;397.2;27.6;80;null
10/05/2025;1700;0;344.3;29.6;71;null
10/05/2025;1800;0;421.5;29.9;67;null
10/05/2025;1900;0;196.4;28.9;72;null
10/05/2025;2000;0;104.1;27.6;82;null
10/05/2025;2100;0;57.7;26.2;88;null
10/05/2025;2200;0;47.4;25.7;91;null
10/05/2025;2300;0;48.1;25.2;80;null
11/05/2025;0;0;46.5;24.5;93;null
11/05/2025;100;0;47.2;24.2;96;null
11/05/2025;200;0;48.6;23.8;97;null
11/05/2025;300;0;50.3;23.4;98;null
11/05/2025;400;0;46.4;23;98;null
11/05/2025;500;0;51.8;23.2;98;null
11/05/2025;600;0;47.3;23.1;98;null
11/05/2025;700;0;49.9;23.2;97;null
11/05/2025;800;0;45.3;23;97;null
11/05/2025;900;0;47.2;22.9;98;null
11/05/2025;1000;0;79.6;23.7;96;null
11/05/2025;1100;0;127.9;26;84;null
11/05/2025;1200;0;253.8;27;74;null
11/05/2025;1300;0;288.3;27.4;71;null
11/05/2025;1400;0;282.3;28.4;67;null
11/05/2025;1500;0;402.5;29;63;null
11/05/2025;1600;0;364.7;30.1;67;null
11/05/2025;1700;0;349.1;31.1;61;null
11/05/2025;1800;0;231.4;29.5;61;null
11/05/2025;1900;0;164.2;29.5;60;null
11/05/2025;2000;0;89;28.9;65;null
11/05/2025;2100;0;69.4;28.2;67;null
11/05/2025;2200;0;58.8;26.9;79;null
11/05/2025;2300;0;59;26.4;82;null
12/05/2025;0;0;54.7;25.5;88;null
12/05/2025;100;0;52.7;25.1;85;null
12/05/2025;200;0;51.9;24.1;91;null
12/05/2025;300;0;52.3;23.7;94;null
12/05/2025;400;0;51.4;23.4;93;null
12/05/2025;500;0;51.8;23;94;null
12/05/2025;600;0;49.3;22.5;96;null
12/05/2025;700;0;52;22.3;98;null
12/05/2025;800;0;53.9;22.2;98;null
12/05/2025;900;0;51.4;22;97;null
12/05/2025;1000;0;88.1;23.4;87;null
12/05/2025;1100;0;141.7;26.5;75;null
12/05/2025;1200;0;246.1;27.3;73;null
12/05/2025;1300;0;337.8;29.3;63;null
12/05/2025;1400;0;263;28.7;61;null
12/05/2025;1500;0;343.6;30.2;57;null
12/05/2025;1600;0;352.6;30.7;53;null
12/05/2025;1700;.8;226.5;28.4;76;null
12/05/2025;1800;0;288.6;30.3;61;null
12/05/2025;1900;0;201.3;29.6;64;null
12/05/2025;2000;0;101.8;29;62;null
12/05/2025;2100;0;89.2;28.2;60;null
12/05/2025;2200;0;80.8;26.8;65;null
12/05/2025;2300;0;74.8;26.1;65;null
13/05/2025;0;0;70.9;25.1;71;null
13/05/2025;100;0;66.2;24.8;74;null
13/05/2025;200;0;62.1;23.8;77;null
13/05/2025;300;0;65;23.3;83;null
13/05/2025;400;0;62.8;23.4;81;null
13/05/2025;500;0;67.3;23.3;88;null
13/05/2025;600;0;69.6;23.1;90;null
13/05/2025;700;0;70.9;23.4;93;null
13/05/2025;800;0;67.2;22.8;91;null
13/05/2025;900;0;64.9;22.5;89;null
13/05/2025;1000;0;94.6;23.4;89;null
13/05/2025;1100;0;150.4;25.8;78;null
13/05/2025;1200;0;232.9;26.9;71;null
13/05/2025;1300;0;330.1;29;62;null
13/05/2025;1400;0;360;30.1;57;null
13/05/2025;1500;0;525.3;30.8;52;null
13/05/2025;1600;0;469.4;32;41;null
13/05/2025;1700;0;346.3;32.4;42;null
13/05/2025;1800;0;276.4;31.5;43;null
13/05/2025;1900;0;179.8;31.2;43;null
13/05/2025;2000;0;162.3;30.7;41;null
13/05/2025;2100;0;85.2;28.1;49;null
13/05/2025;2200;0;70.1;26.6;56;null
13/05/2025;2300;0;66.2;25.6;63;null
14/05/2025;0;0;64.9;24.3;69;null
14/05/2025;100;0;62;23.5;75;null
14/05/2025;200;0;61.8;23.1;78;null
14/05/2025;300;0;68.1;22.2;84;null
14/05/2025;400;0;72.7;22.3;81;null
14/05/2025;500;0;79.2;22.5;81;null
14/05/2025;600;0;83;21.9;88;null
14/05/2025;700;0;79.2;21.6;87;null
14/05/2025;800;0;74.1;21.2;89;null
14/05/2025;900;0;86.9;21.1;90;null
14/05/2025;1000;0;116.7;22.3;88;null
14/05/2025;1100;0;175.4;25.2;77;null
14/05/2025;1200;0;242.5;26.3;75;null
14/05/2025;1300;0;339.1;27.1;66;null
14/05/2025;1400;0;402;28.6;58;null
14/05/2025;1500;0;540.8;31.2;50;null
14/05/2025;1600;0;418.9;31.7;48;null
14/05/2025;1700;0;324.9;32.6;42;null
14/05/2025;1800;0;317.4;32.1;39;null
14/05/2025;1900;0;243.8;32.3;35;null
14/05/2025;2000;0;164;30.5;40;null
14/05/2025;2100;0;104.7;28.3;49;null
14/05/2025;2200;0;95;26.9;57;null
14/05/2025;2300;0;86;25.4;64;null
15/05/2025;0;0;79.6;24.2;70;null
15/05/2025;100;0;78.8;23.6;72;null
15/05/2025;200;0;82.9;23.3;75;null
15/05/2025;300;0;88;23.1;77;null
15/05/2025;400;0;79.1;22.2;80;null
15/05/2025;500;0;78.2;21.8;81;null
15/05/2025;600;0;79.4;21.9;81;null
15/05/2025;700;0;75.6;20.9;87;null
15/05/2025;800;0;74.4;21.1;86;null
15/05/2025;900;0;79.3;21;88;null
15/05/2025;1000;0;117.6;22;80;null
15/05/2025;1100;0;187.4;25.3;64;null
15/05/2025;1200;0;296.8;28.7;56;null
15/05/2025;1300;0;390.4;29.1;57;null
15/05/2025;1400;0;402.9;28.9;54;null
15/05/2025;1500;0;369.9;29;54;null
15/05/2025;1600;0;324.9;28.8;55;null
15/05/2025;1700;0;288.4;28.1;60;null
15/05/2025;1800;0;281.7;29.6;54;null
15/05/2025;1900;0;261.3;29.6;53;null
15/05/2025;2000;0;185.7;28.4;64;null
15/05/2025;2100;0;111.9;27.2;67;null
15/05/2025;2200;0;98.3;26.2;71;null
15/05/2025;2300;0;98.5;25.2;79;null
16/05/2025;0;0;98.8;24.7;81;null
16/05/2025;100;0;99.2;24.9;79;null
16/05/2025;200;0;94.3;24.2;85;null
16/05/2025;300;0;94;24.4;81;null
16/05/2025;400;0;91.9;24.3;80;null
16/05/2025;500;0;96.2;23.9;81;null
16/05/2025;600;0;91.2;23.7;81;null
16/05/2025;700;0;91.7;23.5;83;null
16/05/2025;800;0;85.6;23.1;86;null
16/05/2025;900;0;84.6;22.8;89;null
16/05/2025;1000;0;97.4;23.2;87;null
16/05/2025;1100;0;158.1;25;80;null
16/05/2025;1200;0;289.9;26.3;73;null
16/05/2025;1300;0;317.4;28;66;null
16/05/2025;1400;0;419.8;29.5;57;null
16/05/2025;1500;0;517.6;30.2;55;null
16/05/2025;1600;0;364.4;31;53;null
16/05/2025;1700;0;372.4;32.5;49;null
16/05/2025;1800;0;271.8;31.9;49;null
16/05/2025;1900;0;280.6;31.5;47;null
16/05/2025;2000;0;137.2;30;53;null
16/05/2025;2100;0;93.7;28.9;57;null
16/05/2025;2200;.2;77.4;25.2;82;null
16/05/2025;2300;0;90.7;25.7;85;null
17/05/2025;0;0;96.6;25.1;87;null
17/05/2025;100;.2;91.4;24.4;92;null
17/05/2025;200;0;84.3;24.2;91;null
17/05/2025;300;0;84.4;24.1;93;null
17/05/2025;400;0;83.1;24.1;95;null
17/05/2025;500;0;82.2;23.9;92;null
17/05/2025;600;0;80.4;23.5;92;null
17/05/2025;700;0;80.6;23.1;90;null
17/05/2025;800;0;79.8;22.9;92;null
17/05/2025;900;0;75;22.6;95;null
17/05/2025;1000;0;112.6;25.5;80;null
17/05/2025;1100;0;174.8;26.3;75;null
17/05/2025;1200;0;296.1;29.2;62;null
17/05/2025;1300;0;401.6;29.4;59;null
17/05/2025;1400;0;310.5;30.8;56;null
17/05/2025;1500;0;496.6;31.5;49;null
17/05/2025;1600;0;356.3;32.6;45;null
17/05/2025;1700;0;328.8;32.3;45;null
17/05/2025;1800;0;221;31.6;47;null
17/05/2025;1900;0;171.7;31.9;44;null
17/05/2025;2000;0;138.7;31.1;48;null
17/05/2025;2100;0;89;29.2;51;null
17/05/2025;2200;0;79.2;27.7;54;null
17/05/2025;2300;0;70.5;26.8;58;null
18/05/2025;0;0;74.2;26.1;62;null
18/05/2025;100;0;62.6;25;67;null
18/05/2025;200;0;59.2;24.8;68;null
18/05/2025;300;0;56.9;23.7;79;null
18/05/2025;400;0;52.2;23.3;81;null
18/05/2025;500;0;55;23.1;84;null
18/05/2025;600;0;47.2;22.8;87;null
18/05/2025;700;0;34.5;22.5;90;null
18/05/2025;800;0;47.2;22;93;null
18/05/2025;900;0;48.3;21.9;92;null
18/05/2025;1000;0;90.8;23.2;86;null
18/05/2025;1100;0;135.7;26.5;75;null
18/05/2025;1200;0;277;28;67;null
18/05/2025;1300;0;234.2;27.6;69;null
18/05/2025;1400;0;305.6;29.7;62;null
18/05/2025;1500;0;288.1;30.2;59;null
18/05/2025;1600;0;275.2;29.7;57;null
18/05/2025;1700;0;346.4;32.2;48;null
18/05/2025;1800;0;215.8;31.6;48;null
18/05/2025;1900;0;173.5;30.6;50;null
18/05/2025;2000;0;88.8;29.8;56;null
18/05/2025;2100;0;67.2;28.6;59;null
18/05/2025;2200;0;57.9;27.4;65;null
18/05/2025;2300;0;58.8;26.1;73;null
19/05/2025;0;0;60.2;25.4;77;null
19/05/2025;100;0;64.6;25.6;76;null
19/05/2025;200;0;63.4;25.3;77;null
19/05/2025;300;0;66.3;24.7;82;null
19/05/2025;400;0;66;25.4;73;null
19/05/2025;500;0;53.7;22.7;94;null
19/05/2025;600;0;51.7;23.1;91;null
19/05/2025;700;0;51.7;23.4;89;null
19/05/2025;800;0;52.9;23.5;88;null
19/05/2025;900;0;53.9;23.4;86;null
19/05/2025;1000;0;75.1;24.4;80;null
19/05/2025;1100;0;119;26.1;70;null
19/05/2025;1200;0;248.6;28.5;57;null
19/05/2025;1300;0;251.2;28.5;56;null
19/05/2025;1400;0;486.5;30.6;50;null
19/05/2025;1500;0;353.8;30.5;52;null
19/05/2025;1600;0;287.2;30.6;52;null
19/05/2025;1700;0;270.6;30.9;51;null
19/05/2025;1800;0;170.4;31.3;49;null
19/05/2025;1900;0;156.4;29.9;53;null
19/05/2025;2000;0;97.6;29;57;null
19/05/2025;2100;0;56.1;28;60;null
19/05/2025;2200;0;50.8;26.8;66;null
19/05/2025;2300;0;48.6;26.1;69;null
20/05/2025;0;0;43;25.5;73;null
20/05/2025;100;0;51.8;25.5;74;null
20/05/2025;200;0;47.6;24.9;77;null
20/05/2025;300;0;50.2;24.9;78;null
20/05/2025;400;0;48.2;23.8;89;null
20/05/2025;500;0;47.3;23.4;90;null
20/05/2025;600;3;47.4;22.5;97;null
20/05/2025;700;.8;55.6;22.3;98;null
20/05/2025;800;0;59.6;22.2;98;null
20/05/2025;900;0;61.1;22.1;98;null
20/05/2025;1000;0;100.1;22.8;97;null
20/05/2025;1100;0;161.5;23.8;91;null
20/05/2025;1200;.4;143.5;23;98;null
20/05/2025;1300;1;279.6;24.5;96;null
20/05/2025;1400;0;344.8;26.9;80;null
20/05/2025;1500;0;316.5;26.7;81;null
20/05/2025;1600;0;343.9;26.5;80;null
20/05/2025;1700;0;355.9;29;68;null
20/05/2025;1800;0;376.2;30.4;59;null
20/05/2025;1900;0;207.2;30;59;null
20/05/2025;2000;0;143.6;29.4;64;null
20/05/2025;2100;0;87.4;27.7;70;null
20/05/2025;2200;0;79.7;26.3;77;null
20/05/2025;2300;0;88.2;26.2;81;null
21/05/2025;0;0;84;24.4;89;null
21/05/2025;100;0;73.8;23.3;92;null
21/05/2025;200;0;78.3;23.6;91;null
21/05/2025;300;0;84.1;23.7;92;null
21/05/2025;400;0;81.2;23.4;94;null
21/05/2025;500;0;79.3;23.2;96;null
21/05/2025;600;0;79.6;23.2;94;null
21/05/2025;700;0;80.9;23.2;90;null
21/05/2025;800;0;80.7;23.2;94;null
21/05/2025;900;0;82.5;23.2;93;null
21/05/2025;1000;0;104.6;23.6;89;null
21/05/2025;1100;0;183.3;25.1;85;null
21/05/2025;1200;0;284.4;26.3;79;null
21/05/2025;1300;0;322.2;26.8;74;null
21/05/2025;1400;0;322.3;28;69;null
21/05/2025;1500;0;401.4;29.4;61;null
21/05/2025;1600;0;348.9;28.1;72;null
21/05/2025;1700;0;234.3;28.2;68;null
21/05/2025;1800;.8;235.7;23.1;91;null
21/05/2025;1900;16.4;114.4;23.3;97;null
21/05/2025;2000;.4;134.9;23.3;93;null
21/05/2025;2100;0;103.2;23.4;94;null
21/05/2025;2200;0;103;23.7;92;null
21/05/2025;2300;.2;100.9;23;96;null
22/05/2025;0;0;102.3;23.1;97;null
22/05/2025;100;0;101.1;22.7;98;null
22/05/2025;200;0;101.3;22.7;98;null
22/05/2025;300;.2;102.1;22.6;98;null
22/05/2025;400;0;102.2;22.6;98;null
22/05/2025;500;0;105.3;22.5;98;null
22/05/2025;600;0;104.3;22.6;97;null
22/05/2025;700;0;105.6;22.6;97;null
22/05/2025;800;0;105.3;22.4;96;null
22/05/2025;900;0;103.8;21.9;97;null
22/05/2025;1000;0;141.3;24.3;87;null
22/05/2025;1100;0;204.6;25.7;78;null
22/05/2025;1200;0;280.7;25.9;79;null
22/05/2025;1300;0;301.9;27.7;70;null
22/05/2025;1400;0;334.8;28;68;null
22/05/2025;1500;0;374.3;28.9;67;null
22/05/2025;1600;0;448.2;30.8;59;null
22/05/2025;1700;0;330.7;31;57;null
22/05/2025;1800;0;404;31.5;55;null
22/05/2025;1900;0;284.5;29.9;59;null
22/05/2025;2000;0;157.2;29.1;63;null
22/05/2025;2100;0;116.2;27;72;null
22/05/2025;2200;0;101.6;25.8;79;null
22/05/2025;2300;0;96.9;24.7;85;null
23/05/2025;0;0;71;24;87;null
23/05/2025;100;0;62.5;23.6;87;null
23/05/2025;200;0;56.1;23;91;null
23/05/2025;300;0;55.2;22.9;92;null
23/05/2025;400;0;53.2;22.5;92;null
23/05/2025;500;0;55.5;22.2;95;null
23/05/2025;600;0;57.6;22;96;null
23/05/2025;700;0;62.1;22.4;95;null
23/05/2025;800;0;64.1;22.3;95;null
23/05/2025;900;.8;62;22.4;98;null
23/05/2025;1000;0;68.9;22.5;98;null
23/05/2025;1100;0;94.3;23.1;98;null
23/05/2025;1200;0;210.2;26.4;80;null
23/05/2025;1300;0;291.2;27.3;75;null
23/05/2025;1400;0;284.3;30.2;67;null
23/05/2025;1500;0;272.5;30;65;null
23/05/2025;1600;0;255.9;31.9;60;null
23/05/2025;1700;0;214.4;29.9;61;null
23/05/2025;1800;0;254.9;31.2;55;null
23/05/2025;1900;0;101;31.1;55;null
23/05/2025;2000;0;117.5;30.3;58;null
23/05/2025;2100;0;65;28.7;66;null
23/05/2025;2200;0;62.3;27.3;70;null
23/05/2025;2300;0;53.8;26;75;null
24/05/2025;0;0;51.7;25;79;null
24/05/2025;100;0;52.2;24.8;82;null
24/05/2025;200;0;55.1;24.3;85;null
24/05/2025;300;0;54.4;24.1;88;null
24/05/2025;400;0;53.5;23.8;87;null
24/05/2025;500;0;49.4;23.2;90;null
24/05/2025;600;0;53;23.4;90;null
24/05/2025;700;0;55.4;22.9;92;null
24/05/2025;800;0;52.6;22.5;93;null
24/05/2025;900;0;53.5;22.6;92;null
24/05/2025;1000;0;80.6;23.6;87;null
24/05/2025;1100;0;126.8;24.8;85;null
24/05/2025;1200;0;209.8;26.7;78;null
24/05/2025;1300;0;209.9;28.1;73;null
24/05/2025;1400;0;250.1;27.2;79;null
24/05/2025;1500;0;264;29.4;64;null
24/05/2025;1600;0;230.4;31;56;null
24/05/2025;1700;0;190.9;32;56;null
24/05/2025;1800;0;185.6;32;54;null
24/05/2025;1900;0;114;30.4;60;null
24/05/2025;2000;0;93.6;30.5;58;null
24/05/2025;2100;0;58.8;28.4;62;null
24/05/2025;2200;0;51.6;26.8;69;null
24/05/2025;2300;0;48.5;25.6;75;null
25/05/2025;0;0;40.6;24.5;80;null
25/05/2025;100;0;40.2;24;82;null
25/05/2025;200;0;36;23.3;86;null
25/05/2025;300;0;29.8;22.5;90;null
25/05/2025;400;0;28.5;22.6;89;null
25/05/2025;500;0;28.2;22;93;null
25/05/2025;600;0;28.9;21.6;95;null
25/05/2025;700;0;28.3;21.3;94;null
25/05/2025;800;0;32.2;21.5;95;null
25/05/2025;900;0;36.5;21.5;96;null
25/05/2025;1000;0;59.2;24.2;86;null
25/05/2025;1100;0;124;26.9;74;null
25/05/2025;1200;0;227.7;28.5;68;null
25/05/2025;1300;0;187.5;27.9;71;null
25/05/2025;1400;0;215.6;30.2;64;null
25/05/2025;1500;0;188.9;28.9;63;null
25/05/2025;1600;0;232.6;30.9;56;null
25/05/2025;1700;0;196.3;30.7;58;null
25/05/2025;1800;0;146.3;31.7;54;null
25/05/2025;1900;0;112.1;30.4;56;null
25/05/2025;2000;0;85.9;28.6;62;null
25/05/2025;2100;0;29.5;24.6;82;null
25/05/2025;2200;0;10.8;23.1;93;null
25/05/2025;2300;0;24.4;23.2;95;null
26/05/2025;0;0;26.9;23.2;95;null
26/05/2025;100;0;25.1;23.1;96;null
26/05/2025;200;0;23.7;22.9;94;null
26/05/2025;300;0;21.9;22.9;95;null
26/05/2025;400;0;24.8;22.8;95;null
26/05/2025;500;0;26.7;22.8;94;null
26/05/2025;600;.4;26.3;22.5;97;null
26/05/2025;700;0;24.6;22.3;98;null
26/05/2025;800;0;27.3;22.4;99;null
26/05/2025;900;0;26.6;22.4;99;null
26/05/2025;1000;0;56.5;23;99;null
26/05/2025;1100;0;80.5;23.6;94;null
26/05/2025;1200;0;194.9;26.9;75;null
26/05/2025;1300;0;215.6;27;64;null
26/05/2025;1400;0;260.4;29.5;53;null
26/05/2025;1500;0;305;30.7;45;null
26/05/2025;1600;0;278.1;31.3;46;null
26/05/2025;1700;0;179;31.3;43;null
26/05/2025;1800;0;147.1;31.4;44;null
26/05/2025;1900;0;114.9;30.7;46;null
26/05/2025;2000;0;80.3;29.6;50;null
26/05/2025;2100;0;39.9;27.4;58;null
26/05/2025;2200;0;30.7;25.6;65;null
26/05/2025;2300;0;26.4;24.6;70;null
27/05/2025;0;0;22.3;23.6;77;null
27/05/2025;100;0;23.3;22.7;83;null
27/05/2025;200;0;29;22.9;80;null
27/05/2025;300;0;32.5;22.3;82;null
27/05/2025;400;0;36.2;21.6;85;null
27/05/2025;500;0;45.4;21.4;89;null
27/05/2025;600;0;47.2;21.2;89;null
27/05/2025;700;0;48.5;20.9;91;null
27/05/2025;800;0;51.5;20.7;93;null
27/05/2025;900;0;55.9;21.1;96;null
27/05/2025;1000;0;81.3;22.3;90;null
27/05/2025;1100;0;117;26;71;null
27/05/2025;1200;0;159.5;26.4;69;null
27/05/2025;1300;0;236.1;29.2;56;null
27/05/2025;1400;0;296.4;30.8;49;null
27/05/2025;1500;0;230;31.7;43;null
27/05/2025;1600;0;257.2;32.1;40;null
27/05/2025;1700;0;235.5;32.1;42;null
27/05/2025;1800;0;198;31.9;43;null
27/05/2025;1900;0;149.7;31.4;43;null
27/05/2025;2000;0;102.5;29.8;49;null
27/05/2025;2100;0;70.7;27.6;56;null
27/05/2025;2200;0;69.7;26.2;63;null
27/05/2025;2300;0;75.2;25.2;68;null
28/05/2025;0;0;70.6;24.1;74;null
28/05/2025;100;0;65.9;23.1;79;null
28/05/2025;200;0;59.8;22.6;82;null
28/05/2025;300;0;61.1;21.9;85;null
28/05/2025;400;0;67.2;21.7;87;null
28/05/2025;500;0;69.2;21.7;88;null
28/05/2025;600;0;67.3;21.8;88;null
28/05/2025;700;0;59.5;21.2;91;null
28/05/2025;800;0;57.2;20.7;91;null
28/05/2025;900;0;58.7;20.7;92;null
28/05/2025;1000;0;85.5;23.1;79;null
28/05/2025;1100;0;130.6;26.6;70;null
28/05/2025;1200;0;181.7;27.4;70;null
28/05/2025;1300;0;231.7;29.3;59;null
28/05/2025;1400;0;319.1;29.9;54;null
28/05/2025;1500;0;520.2;31.9;43;null
28/05/2025;1600;0;728.4;32.4;43;null
28/05/2025;1700;0;239.8;32.6;39;null
28/05/2025;1800;0;197.8;32.1;40;null
28/05/2025;1900;0;147;31.4;40;null
28/05/2025;2000;0;110.7;30;45;null
28/05/2025;2100;0;68.7;27.8;54;null
28/05/2025;2200;0;58.7;26;60;null
28/05/2025;2300;0;62.5;25;65;null
29/05/2025;0;0;54.2;24.3;69;null
29/05/2025;100;0;46.1;23.6;72;null
29/05/2025;200;0;45.1;22.8;76;null
29/05/2025;300;0;42.3;22.3;81;null
29/05/2025;400;0;40.9;21.1;87;null
29/05/2025;500;0;44.9;21;86;null
29/05/2025;600;0;44.6;21.2;86;null
29/05/2025;700;0;43.8;20.9;88;null
29/05/2025;800;0;45.5;20.8;91;null
29/05/2025;900;0;44.7;20.6;92;null
29/05/2025;1000;0;69.2;23.6;81;null
